'Elapsed time','MLII','V1'
'0:35.806',-0.905,-0.480
'0:35.808',-0.915,-0.545
'0:35.811',-0.895,-0.570
'0:35.814',-0.885,-0.555
'0:35.817',-0.880,-0.490
'0:35.819',-0.895,-0.460
'0:35.822',-0.890,-0.500
'0:35.825',-0.900,-0.560
'0:35.828',-0.880,-0.580
'0:35.831',-0.885,-0.545
'0:35.833',-0.885,-0.510
'0:35.836',-0.905,-0.495
'0:35.839',-0.935,-0.550
'0:35.842',-0.930,-0.620
'0:35.844',-0.925,-0.640
'0:35.847',-0.910,-0.595
'0:35.850',-0.910,-0.505
'0:35.853',-0.905,-0.475
'0:35.856',-0.920,-0.485
'0:35.858',-0.915,-0.520
'0:35.861',-0.920,-0.585
'0:35.864',-0.900,-0.600
'0:35.867',-0.900,-0.555
'0:35.869',-0.920,-0.505
'0:35.872',-0.945,-0.535
'0:35.875',-0.955,-0.570
'0:35.878',-0.950,-0.625
'0:35.881',-0.930,-0.595
'0:35.883',-0.920,-0.555
'0:35.886',-0.920,-0.510
'0:35.889',-0.925,-0.495
'0:35.892',-0.935,-0.530
'0:35.894',-0.925,-0.575
'0:35.897',-0.930,-0.585
'0:35.900',-0.935,-0.520
'0:35.903',-0.925,-0.510
'0:35.906',-0.960,-0.545
'0:35.908',-0.985,-0.605
'0:35.911',-0.995,-0.620
'0:35.914',-0.985,-0.595
'0:35.917',-0.995,-0.515
'0:35.919',-1.010,-0.490
'0:35.922',-0.990,-0.505
'0:35.925',-0.990,-0.560
'0:35.928',-0.970,-0.600
'0:35.931',-0.970,-0.590
'0:35.933',-0.980,-0.535
'0:35.936',-1.010,-0.510
'0:35.939',-1.030,-0.530
'0:35.942',-1.040,-0.585
'0:35.944',-1.030,-0.640
'0:35.947',-1.025,-0.630
'0:35.950',-0.990,-0.565
'0:35.953',-0.995,-0.505
'0:35.956',-1.015,-0.490
'0:35.958',-1.015,-0.530
'0:35.961',-1.020,-0.590
'0:35.964',-1.005,-0.605
'0:35.967',-1.000,-0.565
'0:35.969',-1.000,-0.530
'0:35.972',-1.000,-0.515
'0:35.975',-1.015,-0.565
'0:35.978',-1.015,-0.620
'0:35.981',-1.010,-0.630
'0:35.983',-0.985,-0.580
'0:35.986',-0.985,-0.510
'0:35.989',-0.995,-0.485
'0:35.992',-0.990,-0.520
'0:35.994',-0.990,-0.575
'0:35.997',-0.970,-0.605
'0:36.000',-0.965,-0.595
'0:36.003',-0.950,-0.530
'0:36.006',-0.975,-0.510
'0:36.008',-1.000,-0.540
'0:36.011',-1.000,-0.595
'0:36.014',-0.990,-0.635
'0:36.017',-0.975,-0.600
'0:36.019',-0.965,-0.545
'0:36.022',-0.970,-0.515
'0:36.025',-0.965,-0.520
'0:36.028',-0.950,-0.580
'0:36.031',-0.940,-0.620
'0:36.033',-0.920,-0.560
'0:36.036',-0.925,-0.530
'0:36.039',-0.930,-0.510
'0:36.042',-0.945,-0.570
'0:36.044',-0.925,-0.600
'0:36.047',-0.930,-0.610
'0:36.050',-0.910,-0.550
'0:36.053',-0.875,-0.500
'0:36.056',-0.860,-0.480
'0:36.058',-0.835,-0.505
'0:36.061',-0.800,-0.560
'0:36.064',-0.765,-0.570
'0:36.067',-0.750,-0.520
'0:36.069',-0.755,-0.495
'0:36.072',-0.765,-0.470
'0:36.075',-0.775,-0.500
'0:36.078',-0.765,-0.540
'0:36.081',-0.755,-0.520
'0:36.083',-0.755,-0.475
'0:36.086',-0.755,-0.420
'0:36.089',-0.760,-0.425
'0:36.092',-0.760,-0.480
'0:36.094',-0.760,-0.520
'0:36.097',-0.770,-0.495
'0:36.100',-0.780,-0.450
'0:36.103',-0.805,-0.455
'0:36.106',-0.810,-0.490
'0:36.108',-0.835,-0.550
'0:36.111',-0.835,-0.575
'0:36.114',-0.840,-0.535
'0:36.117',-0.875,-0.505
'0:36.119',-0.895,-0.505
'0:36.122',-0.900,-0.560
'0:36.125',-0.915,-0.590
'0:36.128',-0.920,-0.595
'0:36.131',-0.930,-0.540
'0:36.133',-0.945,-0.510
'0:36.136',-0.980,-0.540
'0:36.139',-1.000,-0.595
'0:36.142',-0.990,-0.640
'0:36.144',-0.995,-0.635
'0:36.147',-1.000,-0.570
'0:36.150',-0.990,-0.505
'0:36.153',-1.015,-0.510
'0:36.156',-1.010,-0.555
'0:36.158',-1.000,-0.585
'0:36.161',-0.985,-0.605
'0:36.164',-0.975,-0.540
'0:36.167',-0.990,-0.530
'0:36.169',-1.005,-0.515
'0:36.172',-1.010,-0.570
'0:36.175',-1.005,-0.625
'0:36.178',-1.005,-0.635
'0:36.181',-1.015,-0.605
'0:36.183',-1.050,-0.530
'0:36.186',-1.090,-0.530
'0:36.189',-1.130,-0.565
'0:36.192',-1.160,-0.595
'0:36.194',-1.190,-0.625
'0:36.197',-1.165,-0.575
'0:36.200',-1.130,-0.490
'0:36.203',-1.065,-0.410
'0:36.206',-0.975,-0.400
'0:36.208',-0.805,-0.395
'0:36.211',-0.610,-0.405
'0:36.214',-0.405,-0.350
'0:36.217',-0.200,-0.250
'0:36.219',-0.030,-0.180
'0:36.222',0.125,-0.170
'0:36.225',0.295,-0.230
'0:36.228',0.460,-0.330
'0:36.231',0.580,-0.395
'0:36.233',0.675,-0.455
'0:36.236',0.700,-0.560
'0:36.239',0.690,-0.675
'0:36.242',0.635,-0.780
'0:36.244',0.585,-0.820
'0:36.247',0.530,-0.695
'0:36.250',0.430,-0.530
'0:36.253',0.230,-0.400
'0:36.256',-0.025,-0.370
'0:36.258',-0.330,-0.440
'0:36.261',-0.620,-0.545
'0:36.264',-0.800,-0.620
'0:36.267',-0.925,-0.615
'0:36.269',-0.970,-0.600
'0:36.272',-0.970,-0.615
'0:36.275',-0.935,-0.655
'0:36.278',-0.875,-0.660
'0:36.281',-0.840,-0.630
'0:36.283',-0.870,-0.570
'0:36.286',-0.910,-0.500
'0:36.289',-0.965,-0.520
'0:36.292',-1.020,-0.560
'0:36.294',-1.040,-0.600
'0:36.297',-1.040,-0.575
'0:36.300',-1.045,-0.540
'0:36.303',-1.065,-0.525
'0:36.306',-1.085,-0.565
'0:36.308',-1.075,-0.600
'0:36.311',-1.050,-0.600
'0:36.314',-1.070,-0.565
'0:36.317',-1.055,-0.500
'0:36.319',-1.065,-0.500
'0:36.322',-1.035,-0.540
'0:36.325',-1.025,-0.560
'0:36.328',-1.005,-0.545
'0:36.331',-1.015,-0.495
'0:36.333',-1.020,-0.480
'0:36.336',-1.045,-0.505
'0:36.339',-1.040,-0.550
'0:36.342',-1.045,-0.595
'0:36.344',-1.035,-0.575
'0:36.347',-1.015,-0.510
'0:36.350',-1.030,-0.460
'0:36.353',-1.040,-0.450
'0:36.356',-1.020,-0.500
'0:36.358',-1.010,-0.515
'0:36.361',-0.990,-0.495
'0:36.364',-0.990,-0.450
'0:36.367',-1.010,-0.425
'0:36.369',-1.030,-0.465
'0:36.372',-1.045,-0.505
'0:36.375',-1.045,-0.550
'0:36.378',-1.035,-0.515
'0:36.381',-1.020,-0.445
'0:36.383',-1.035,-0.400
'0:36.386',-1.025,-0.415
'0:36.389',-1.025,-0.470
'0:36.392',-1.010,-0.460
'0:36.394',-0.965,-0.425
'0:36.397',-0.965,-0.380
'0:36.400',-0.980,-0.350
'0:36.403',-0.995,-0.370
'0:36.406',-1.005,-0.450
'0:36.408',-1.000,-0.475
'0:36.411',-0.985,-0.445
'0:36.414',-0.980,-0.390
'0:36.417',-0.985,-0.335
'0:36.419',-0.995,-0.355
'0:36.422',-0.995,-0.375
'0:36.425',-0.965,-0.420
'0:36.428',-0.950,-0.380
'0:36.431',-0.955,-0.330
'0:36.433',-0.940,-0.320
'0:36.436',-0.960,-0.360
'0:36.439',-0.955,-0.415
'0:36.442',-0.960,-0.430
'0:36.444',-0.935,-0.405
'0:36.447',-0.935,-0.340
'0:36.450',-0.935,-0.315
'0:36.453',-0.940,-0.350
'0:36.456',-0.940,-0.390
'0:36.458',-0.915,-0.420
'0:36.461',-0.900,-0.410
'0:36.464',-0.930,-0.355
'0:36.467',-0.930,-0.325
'0:36.469',-0.960,-0.350
'0:36.472',-0.955,-0.440
'0:36.475',-0.955,-0.495
'0:36.478',-0.950,-0.495
'0:36.481',-0.935,-0.445
'0:36.483',-0.910,-0.400
'0:36.486',-0.915,-0.395
'0:36.489',-0.915,-0.455
'0:36.492',-0.905,-0.485
'0:36.494',-0.860,-0.490
'0:36.497',-0.875,-0.445
'0:36.500',-0.895,-0.435
'0:36.503',-0.925,-0.480
'0:36.506',-0.930,-0.540
'0:36.508',-0.915,-0.575
'0:36.511',-0.900,-0.565
'0:36.514',-0.905,-0.495
'0:36.517',-0.915,-0.455
'0:36.519',-0.945,-0.500
'0:36.522',-0.930,-0.535
'0:36.525',-0.895,-0.555
'0:36.528',-0.870,-0.520
'0:36.531',-0.895,-0.485
'0:36.533',-0.910,-0.480
'0:36.536',-0.950,-0.530
'0:36.539',-0.950,-0.605
'0:36.542',-0.935,-0.625
'0:36.544',-0.950,-0.590
'0:36.547',-0.930,-0.535
'0:36.550',-0.930,-0.505
'0:36.553',-0.925,-0.515
'0:36.556',-0.930,-0.550
'0:36.558',-0.900,-0.585
'0:36.561',-0.900,-0.545
'0:36.564',-0.895,-0.505
'0:36.567',-0.935,-0.490
'0:36.569',-0.940,-0.540
'0:36.572',-0.930,-0.610
'0:36.575',-0.945,-0.625
'0:36.578',-0.945,-0.600
'0:36.581',-0.930,-0.540
'0:36.583',-0.945,-0.490
'0:36.586',-0.935,-0.525
'0:36.589',-0.940,-0.560
'0:36.592',-0.915,-0.595
'0:36.594',-0.910,-0.555
'0:36.597',-0.930,-0.495
'0:36.600',-0.935,-0.490
'0:36.603',-0.960,-0.535
'0:36.606',-0.960,-0.595
'0:36.608',-0.960,-0.625
'0:36.611',-0.945,-0.605
'0:36.614',-0.955,-0.530
'0:36.617',-0.970,-0.510
'0:36.619',-0.985,-0.515
'0:36.622',-0.995,-0.555
'0:36.625',-0.985,-0.585
'0:36.628',-0.970,-0.565
'0:36.631',-0.975,-0.515
'0:36.633',-0.990,-0.510
'0:36.636',-1.000,-0.550
'0:36.639',-1.005,-0.605
'0:36.642',-1.005,-0.640
'0:36.644',-1.035,-0.590
'0:36.647',-1.015,-0.520
'0:36.650',-1.030,-0.520
'0:36.653',-1.035,-0.540
'0:36.656',-1.015,-0.590
'0:36.658',-0.990,-0.595
'0:36.661',-0.980,-0.560
'0:36.664',-0.980,-0.510
'0:36.667',-0.995,-0.510
'0:36.669',-1.005,-0.545
'0:36.672',-1.010,-0.600
'0:36.675',-0.995,-0.625
'0:36.678',-0.995,-0.575
'0:36.681',-1.005,-0.520
'0:36.683',-1.000,-0.525
'0:36.686',-1.005,-0.555
'0:36.689',-0.970,-0.570
'0:36.692',-0.955,-0.555
'0:36.694',-0.950,-0.500
'0:36.697',-0.955,-0.460
'0:36.700',-0.985,-0.525
'0:36.703',-0.990,-0.575
'0:36.706',-0.985,-0.600
'0:36.708',-0.985,-0.580
'0:36.711',-0.995,-0.535
'0:36.714',-1.005,-0.515
'0:36.717',-0.995,-0.565
'0:36.719',-0.950,-0.575
'0:36.722',-0.920,-0.555
'0:36.725',-0.910,-0.520
'0:36.728',-0.890,-0.485
'0:36.731',-0.910,-0.505
'0:36.733',-0.910,-0.540
'0:36.736',-0.905,-0.600
'0:36.739',-0.905,-0.570
'0:36.742',-0.910,-0.520
'0:36.744',-0.895,-0.490
'0:36.747',-0.870,-0.500
'0:36.750',-0.850,-0.540
'0:36.753',-0.810,-0.585
'0:36.756',-0.770,-0.585
'0:36.758',-0.755,-0.490
'0:36.761',-0.735,-0.445
'0:36.764',-0.735,-0.445
'0:36.767',-0.740,-0.465
'0:36.769',-0.750,-0.515
'0:36.772',-0.730,-0.505
'0:36.775',-0.740,-0.470
'0:36.778',-0.740,-0.405
'0:36.781',-0.740,-0.400
'0:36.783',-0.745,-0.440
'0:36.786',-0.735,-0.475
'0:36.789',-0.725,-0.470
'0:36.792',-0.750,-0.415
'0:36.794',-0.755,-0.400
'0:36.797',-0.770,-0.415
'0:36.800',-0.785,-0.450
'0:36.803',-0.775,-0.520
'0:36.806',-0.770,-0.525
'0:36.808',-0.790,-0.470
'0:36.811',-0.810,-0.445
'0:36.814',-0.855,-0.460
'0:36.817',-0.885,-0.505
'0:36.819',-0.905,-0.565
'0:36.822',-0.905,-0.560
'0:36.825',-0.895,-0.510
'0:36.828',-0.890,-0.470
'0:36.831',-0.920,-0.455
'0:36.833',-0.930,-0.500
'0:36.836',-0.935,-0.555
'0:36.839',-0.950,-0.565
'0:36.842',-0.945,-0.535
'0:36.844',-0.965,-0.470
'0:36.847',-0.975,-0.470
'0:36.850',-0.985,-0.505
'0:36.853',-0.965,-0.540
'0:36.856',-0.940,-0.545
'0:36.858',-0.945,-0.485
'0:36.861',-0.940,-0.455
'0:36.864',-0.965,-0.460
'0:36.867',-0.970,-0.515
'0:36.869',-0.975,-0.580
'0:36.872',-0.990,-0.590
'0:36.875',-0.990,-0.545
'0:36.878',-1.015,-0.500
'0:36.881',-1.055,-0.485
'0:36.883',-1.105,-0.530
'0:36.886',-1.150,-0.565
'0:36.889',-1.160,-0.555
'0:36.892',-1.150,-0.500
'0:36.894',-1.105,-0.415
'0:36.897',-1.025,-0.380
'0:36.900',-0.895,-0.355
'0:36.903',-0.710,-0.335
'0:36.906',-0.495,-0.310
'0:36.908',-0.280,-0.215
'0:36.911',-0.070,-0.120
'0:36.914',0.115,-0.080
'0:36.917',0.310,-0.110
'0:36.919',0.505,-0.150
'0:36.922',0.655,-0.180
'0:36.925',0.750,-0.230
'0:36.928',0.800,-0.310
'0:36.931',0.815,-0.475
'0:36.933',0.780,-0.615
'0:36.936',0.745,-0.665
'0:36.939',0.670,-0.595
'0:36.942',0.545,-0.455
'0:36.944',0.350,-0.330
'0:36.947',0.080,-0.305
'0:36.950',-0.230,-0.370
'0:36.953',-0.515,-0.465
'0:36.956',-0.705,-0.515
'0:36.958',-0.840,-0.500
'0:36.961',-0.885,-0.485
'0:36.964',-0.890,-0.500
'0:36.967',-0.830,-0.535
'0:36.969',-0.785,-0.590
'0:36.972',-0.740,-0.565
'0:36.975',-0.765,-0.525
'0:36.978',-0.805,-0.460
'0:36.981',-0.865,-0.450
'0:36.983',-0.955,-0.475
'0:36.986',-0.975,-0.530
'0:36.989',-0.980,-0.540
'0:36.992',-0.975,-0.495
'0:36.994',-0.975,-0.435
'0:36.997',-0.980,-0.415
'0:37.000',-1.010,-0.460
'0:37.003',-1.020,-0.525
'0:37.006',-0.995,-0.555
'0:37.008',-0.990,-0.540
'0:37.011',-0.995,-0.485
'0:37.014',-0.995,-0.435
'0:37.017',-1.000,-0.415
'0:37.019',-1.010,-0.470
'0:37.022',-0.985,-0.525
'0:37.025',-0.960,-0.490
'0:37.028',-0.950,-0.450
'0:37.031',-0.945,-0.390
'0:37.033',-0.975,-0.390
'0:37.036',-0.985,-0.455
'0:37.039',-1.005,-0.500
'0:37.042',-0.990,-0.530
'0:37.044',-0.975,-0.490
'0:37.047',-0.985,-0.420
'0:37.050',-0.980,-0.400
'0:37.053',-0.980,-0.435
'0:37.056',-0.960,-0.455
'0:37.058',-0.935,-0.430
'0:37.061',-0.935,-0.395
'0:37.064',-0.955,-0.365
'0:37.067',-0.965,-0.360
'0:37.069',-0.990,-0.425
'0:37.072',-0.980,-0.485
'0:37.075',-0.980,-0.490
'0:37.078',-0.970,-0.440
'0:37.081',-0.960,-0.365
'0:37.083',-0.965,-0.335
'0:37.086',-0.980,-0.365
'0:37.089',-0.950,-0.390
'0:37.092',-0.945,-0.405
'0:37.094',-0.920,-0.355
'0:37.097',-0.930,-0.315
'0:37.100',-0.935,-0.295
'0:37.103',-0.950,-0.350
'0:37.106',-0.945,-0.380
'0:37.108',-0.950,-0.390
'0:37.111',-0.935,-0.340
'0:37.114',-0.940,-0.295
'0:37.117',-0.955,-0.305
'0:37.119',-0.940,-0.340
'0:37.122',-0.915,-0.360
'0:37.125',-0.895,-0.325
'0:37.128',-0.885,-0.275
'0:37.131',-0.880,-0.250
'0:37.133',-0.905,-0.270
'0:37.136',-0.920,-0.315
'0:37.139',-0.910,-0.370
'0:37.142',-0.895,-0.355
'0:37.144',-0.905,-0.310
'0:37.147',-0.900,-0.280
'0:37.150',-0.915,-0.280
'0:37.153',-0.880,-0.335
'0:37.156',-0.880,-0.365
'0:37.158',-0.855,-0.350
'0:37.161',-0.835,-0.295
'0:37.164',-0.840,-0.265
'0:37.167',-0.880,-0.280
'0:37.169',-0.885,-0.325
'0:37.172',-0.880,-0.400
'0:37.175',-0.870,-0.425
'0:37.178',-0.855,-0.390
'0:37.181',-0.860,-0.340
'0:37.183',-0.870,-0.300
'0:37.186',-0.870,-0.350
'0:37.189',-0.855,-0.380
'0:37.192',-0.830,-0.415
'0:37.194',-0.805,-0.385
'0:37.197',-0.820,-0.350
'0:37.200',-0.830,-0.320
'0:37.203',-0.850,-0.375
'0:37.206',-0.855,-0.445
'0:37.208',-0.850,-0.485
'0:37.211',-0.845,-0.475
'0:37.214',-0.845,-0.415
'0:37.217',-0.855,-0.380
'0:37.219',-0.850,-0.385
'0:37.222',-0.855,-0.420
'0:37.225',-0.825,-0.460
'0:37.228',-0.815,-0.460
'0:37.231',-0.810,-0.400
'0:37.233',-0.835,-0.380
'0:37.236',-0.855,-0.425
'0:37.239',-0.860,-0.480
'0:37.242',-0.870,-0.535
'0:37.244',-0.850,-0.525
'0:37.247',-0.860,-0.480
'0:37.250',-0.865,-0.430
'0:37.253',-0.875,-0.430
'0:37.256',-0.865,-0.490
'0:37.258',-0.850,-0.515
'0:37.261',-0.835,-0.490
'0:37.264',-0.845,-0.430
'0:37.267',-0.855,-0.395
'0:37.269',-0.875,-0.400
'0:37.272',-0.875,-0.465
'0:37.275',-0.885,-0.535
'0:37.278',-0.870,-0.550
'0:37.281',-0.865,-0.475
'0:37.283',-0.865,-0.410
'0:37.286',-0.865,-0.400
'0:37.289',-0.875,-0.420
'0:37.292',-0.880,-0.475
'0:37.294',-0.850,-0.485
'0:37.297',-0.840,-0.445
'0:37.300',-0.860,-0.415
'0:37.303',-0.900,-0.400
'0:37.306',-0.920,-0.440
'0:37.308',-0.920,-0.515
'0:37.311',-0.900,-0.540
'0:37.314',-0.905,-0.490
'0:37.317',-0.900,-0.435
'0:37.319',-0.915,-0.410
'0:37.322',-0.925,-0.455
'0:37.325',-0.905,-0.490
'0:37.328',-0.900,-0.505
'0:37.331',-0.895,-0.475
'0:37.333',-0.920,-0.405
'0:37.336',-0.910,-0.410
'0:37.339',-0.950,-0.460
'0:37.342',-0.955,-0.525
'0:37.344',-0.930,-0.560
'0:37.347',-0.930,-0.505
'0:37.350',-0.940,-0.445
'0:37.353',-0.950,-0.410
'0:37.356',-0.950,-0.440
'0:37.358',-0.945,-0.495
'0:37.361',-0.910,-0.515
'0:37.364',-0.910,-0.510
'0:37.367',-0.905,-0.450
'0:37.369',-0.915,-0.385
'0:37.372',-0.930,-0.415
'0:37.375',-0.955,-0.485
'0:37.378',-0.940,-0.545
'0:37.381',-0.935,-0.560
'0:37.383',-0.900,-0.490
'0:37.386',-0.905,-0.410
'0:37.389',-0.920,-0.375
'0:37.392',-0.910,-0.425
'0:37.394',-0.895,-0.485
'0:37.397',-0.890,-0.545
'0:37.400',-0.880,-0.520
'0:37.403',-0.875,-0.445
'0:37.406',-0.915,-0.420
'0:37.408',-0.930,-0.430
'0:37.411',-0.935,-0.500
'0:37.414',-0.920,-0.540
'0:37.417',-0.890,-0.550
'0:37.419',-0.870,-0.490
'0:37.422',-0.865,-0.420
'0:37.425',-0.880,-0.375
'0:37.428',-0.870,-0.420
'0:37.431',-0.865,-0.500
'0:37.433',-0.870,-0.535
'0:37.436',-0.845,-0.540
'0:37.439',-0.835,-0.490
'0:37.442',-0.850,-0.440
'0:37.444',-0.860,-0.450
'0:37.447',-0.860,-0.500
'0:37.450',-0.845,-0.535
'0:37.453',-0.795,-0.525
'0:37.456',-0.760,-0.470
'0:37.458',-0.735,-0.400
'0:37.461',-0.720,-0.385
'0:37.464',-0.705,-0.430
'0:37.467',-0.690,-0.505
'0:37.469',-0.675,-0.505
'0:37.472',-0.660,-0.470
'0:37.475',-0.660,-0.405
'0:37.478',-0.680,-0.365
'0:37.481',-0.700,-0.390
'0:37.483',-0.695,-0.445
'0:37.486',-0.670,-0.485
'0:37.489',-0.650,-0.440
'0:37.492',-0.645,-0.365
'0:37.494',-0.655,-0.340
'0:37.497',-0.695,-0.360
'0:37.500',-0.710,-0.430
'0:37.503',-0.710,-0.480
'0:37.506',-0.720,-0.490
'0:37.508',-0.710,-0.445
'0:37.511',-0.730,-0.370
'0:37.514',-0.750,-0.380
'0:37.517',-0.765,-0.425
'0:37.519',-0.750,-0.510
'0:37.522',-0.765,-0.515
'0:37.525',-0.775,-0.460
'0:37.528',-0.800,-0.420
'0:37.531',-0.840,-0.435
'0:37.533',-0.875,-0.490
'0:37.536',-0.890,-0.565
'0:37.539',-0.885,-0.590
'0:37.542',-0.880,-0.540
'0:37.544',-0.895,-0.485
'0:37.547',-0.915,-0.440
'0:37.550',-0.930,-0.485
'0:37.553',-0.910,-0.530
'0:37.556',-0.910,-0.555
'0:37.558',-0.900,-0.540
'0:37.561',-0.880,-0.460
'0:37.564',-0.895,-0.420
'0:37.567',-0.925,-0.430
'0:37.569',-0.950,-0.505
'0:37.572',-0.960,-0.595
'0:37.575',-0.935,-0.605
'0:37.578',-0.910,-0.565
'0:37.581',-0.920,-0.495
'0:37.583',-0.940,-0.455
'0:37.586',-0.955,-0.470
'0:37.589',-0.960,-0.525
'0:37.592',-0.980,-0.560
'0:37.594',-0.985,-0.560
'0:37.597',-1.020,-0.510
'0:37.600',-1.085,-0.485
'0:37.603',-1.145,-0.480
'0:37.606',-1.155,-0.535
'0:37.608',-1.095,-0.550
'0:37.611',-0.985,-0.475
'0:37.614',-0.855,-0.350
'0:37.617',-0.675,-0.250
'0:37.619',-0.480,-0.205
'0:37.622',-0.265,-0.210
'0:37.625',-0.055,-0.220
'0:37.628',0.125,-0.160
'0:37.631',0.295,-0.070
'0:37.633',0.435,-0.045
'0:37.636',0.565,-0.100
'0:37.639',0.670,-0.235
'0:37.642',0.745,-0.395
'0:37.644',0.775,-0.520
'0:37.647',0.795,-0.595
'0:37.650',0.780,-0.600
'0:37.653',0.740,-0.570
'0:37.656',0.670,-0.560
'0:37.658',0.600,-0.515
'0:37.661',0.465,-0.445
'0:37.664',0.250,-0.335
'0:37.667',-0.065,-0.280
'0:37.669',-0.400,-0.340
'0:37.672',-0.670,-0.460
'0:37.675',-0.815,-0.590
'0:37.678',-0.885,-0.665
'0:37.681',-0.880,-0.625
'0:37.683',-0.835,-0.535
'0:37.686',-0.780,-0.465
'0:37.689',-0.740,-0.465
'0:37.692',-0.745,-0.500
'0:37.694',-0.765,-0.540
'0:37.697',-0.810,-0.525
'0:37.700',-0.860,-0.490
'0:37.703',-0.915,-0.475
'0:37.706',-0.970,-0.490
'0:37.708',-0.990,-0.555
'0:37.711',-1.005,-0.585
'0:37.714',-0.990,-0.565
'0:37.717',-0.990,-0.505
'0:37.719',-1.000,-0.455
'0:37.722',-0.985,-0.450
'0:37.725',-0.980,-0.495
'0:37.728',-0.965,-0.530
'0:37.731',-0.960,-0.480
'0:37.733',-0.960,-0.455
'0:37.736',-0.970,-0.445
'0:37.739',-0.995,-0.490
'0:37.742',-0.985,-0.555
'0:37.744',-0.975,-0.550
'0:37.747',-0.965,-0.505
'0:37.750',-0.985,-0.470
'0:37.753',-0.985,-0.470
'0:37.756',-0.985,-0.510
'0:37.758',-0.970,-0.530
'0:37.761',-0.940,-0.500
'0:37.764',-0.940,-0.445
'0:37.767',-0.965,-0.405
'0:37.769',-0.980,-0.400
'0:37.772',-0.995,-0.460
'0:37.775',-0.970,-0.545
'0:37.778',-0.975,-0.560
'0:37.781',-0.950,-0.505
'0:37.783',-0.940,-0.405
'0:37.786',-0.950,-0.360
'0:37.789',-0.940,-0.385
'0:37.792',-0.930,-0.450
'0:37.794',-0.935,-0.475
'0:37.797',-0.905,-0.450
'0:37.800',-0.925,-0.395
'0:37.803',-0.935,-0.375
'0:37.806',-0.955,-0.410
'0:37.808',-0.955,-0.445
'0:37.811',-0.950,-0.455
'0:37.814',-0.920,-0.430
'0:37.817',-0.925,-0.370
'0:37.819',-0.930,-0.320
'0:37.822',-0.925,-0.340
'0:37.825',-0.920,-0.395
'0:37.828',-0.905,-0.435
'0:37.831',-0.870,-0.440
'0:37.833',-0.865,-0.350
'0:37.836',-0.880,-0.295
'0:37.839',-0.920,-0.295
'0:37.842',-0.910,-0.370
'0:37.844',-0.915,-0.435
'0:37.847',-0.910,-0.460
'0:37.850',-0.885,-0.410
'0:37.853',-0.870,-0.330
'0:37.856',-0.865,-0.275
'0:37.858',-0.880,-0.285
'0:37.861',-0.865,-0.365
'0:37.864',-0.865,-0.420
'0:37.867',-0.850,-0.420
'0:37.869',-0.855,-0.375
'0:37.872',-0.870,-0.350
'0:37.875',-0.900,-0.360
'0:37.878',-0.920,-0.395
'0:37.881',-0.910,-0.475
'0:37.883',-0.865,-0.480
'0:37.886',-0.860,-0.450
'0:37.889',-0.845,-0.360
'0:37.892',-0.855,-0.340
'0:37.894',-0.855,-0.375
'0:37.897',-0.865,-0.440
'0:37.900',-0.845,-0.500
'0:37.903',-0.825,-0.505
'0:37.906',-0.835,-0.455
'0:37.908',-0.850,-0.420
'0:37.911',-0.875,-0.455
'0:37.914',-0.875,-0.525
'0:37.917',-0.860,-0.545
'0:37.919',-0.835,-0.540
'0:37.922',-0.835,-0.470
'0:37.925',-0.815,-0.425
'0:37.928',-0.840,-0.455
'0:37.931',-0.835,-0.530
'0:37.933',-0.825,-0.560
'0:37.936',-0.835,-0.545
'0:37.939',-0.855,-0.500
'0:37.942',-0.870,-0.515
'0:37.944',-0.860,-0.570
'0:37.947',-0.860,-0.610
'0:37.950',-0.855,-0.590
'0:37.953',-0.840,-0.515
'0:37.956',-0.835,-0.460
'0:37.958',-0.845,-0.475
'0:37.961',-0.855,-0.525
'0:37.964',-0.850,-0.580
'0:37.967',-0.835,-0.545
'0:37.969',-0.840,-0.510
'0:37.972',-0.855,-0.490
'0:37.975',-0.875,-0.490
'0:37.978',-0.900,-0.570
'0:37.981',-0.895,-0.610
'0:37.983',-0.875,-0.620
'0:37.986',-0.850,-0.560
'0:37.989',-0.860,-0.490
'0:37.992',-0.850,-0.475
'0:37.994',-0.855,-0.515
'0:37.997',-0.860,-0.575
'0:38.000',-0.860,-0.580
'0:38.003',-0.850,-0.545
'0:38.006',-0.870,-0.510
'0:38.008',-0.900,-0.515
'0:38.011',-0.905,-0.570
'0:38.014',-0.910,-0.610
'0:38.017',-0.910,-0.600
'0:38.019',-0.905,-0.540
'0:38.022',-0.915,-0.490
'0:38.025',-0.905,-0.495
'0:38.028',-0.910,-0.560
'0:38.031',-0.890,-0.595
'0:38.033',-0.890,-0.595
'0:38.036',-0.905,-0.550
'0:38.039',-0.930,-0.520
'0:38.042',-0.950,-0.535
'0:38.044',-0.955,-0.595
'0:38.047',-0.955,-0.635
'0:38.050',-0.945,-0.620
'0:38.053',-0.950,-0.555
'0:38.056',-0.955,-0.500
'0:38.058',-0.960,-0.505
'0:38.061',-0.965,-0.550
'0:38.064',-0.955,-0.605
'0:38.067',-0.945,-0.615
'0:38.069',-0.945,-0.565
'0:38.072',-0.965,-0.510
'0:38.075',-0.980,-0.535
'0:38.078',-0.995,-0.605
'0:38.081',-0.975,-0.640
'0:38.083',-0.965,-0.615
'0:38.086',-0.945,-0.565
'0:38.089',-0.945,-0.490
'0:38.092',-0.955,-0.480
